Doi,Novelty,Year
10.1371/journal.pgen.1007366,-7.9038671653414,2018
10.1371/journal.pgen.1007396,-13.39535338744064,2018
10.1371/journal.pone.0206343,11.99572604072676,2018
10.1371/journal.pone.0195139,-10.358777513468093,2018
10.1371/journal.pgen.1007479,-7.9038671653414,2018
10.1371/journal.pone.0193031,87.34344103117262,2018
10.1371/journal.pgen.1007500,-9.501340288673669,2018
10.1371/journal.pone.0199594,-11.250371631866784,2018
10.1371/journal.pgen.1007518,-8.901547542846167,2018
10.1371/journal.pgen.1007520,-7.9038671653414,2018
10.1371/journal.pgen.1007533,-8.21816604832383,2018
10.1371/journal.pone.0206464,24.4667247258958,2018
10.1371/journal.pgen.1007571,-8.835369890256967,2018
10.1371/journal.pone.0195266,21.948204646650893,2018
10.1371/journal.pgen.1007589,-6.78649682240422,2018
10.1371/journal.pgen.1007593,-8.21816604832383,2018
10.1371/journal.pgen.1007607,-7.96297671170044,2018
10.1371/journal.pone.0195287,-7.319702800393451,2018
10.1371/journal.pgen.1007707,-7.9038671653414,2018
10.1371/journal.pgen.1007770,-11.352723067774017,2018
10.1371/journal.pntd.0006160,-7.265920827055001,2018
10.1371/journal.pntd.0006265,-7.723606594649034,2018
10.1371/journal.pone.0195681,-9.585001861533298,2018
10.1371/journal.pntd.0006348,-7.973372838708127,2018
10.1371/journal.pntd.0006381,-9.2657639534307,2018
10.1371/journal.pone.0195742,18.09974483303604,2018
10.1371/journal.pone.0207042,53.50378540700598,2018
10.1371/journal.pone.0197957,-8.83990308342703,2018
10.1371/journal.pntd.0006428,-8.37839394474677,2018
10.1371/journal.pone.0202455,-7.175692812185291,2018
10.1371/journal.pntd.0006545,-6.720930232558139,2018
10.1371/journal.pone.0204865,-6.784967282075661,2018
10.1371/journal.pone.0207242,3.53889247683671,2018
10.1371/journal.ppat.1007461,-8.21816604832383,2018
10.1371/journal.pone.0223877.r004,-8.590964025413465,2019
10.1371/journal.pgen.1008452.r003,-6.785040414635163,2019
10.1371/journal.pone.0218630,-7.122588885515781,2019
10.1371/journal.pntd.0007087,-8.66372295718175,2019
10.1371/journal.pone.0224100,-8.782826344862817,2019
10.1371/journal.pone.0218822,32.284883833479775,2019
10.1371/journal.pone.0218923,51.18156129187749,2019
10.1371/journal.pone.0215477,56.05112371960083,2019
10.1371/journal.pone.0226221,138.38570544821366,2019
10.1371/journal.pone.0215547,-8.37147543949786,2019
10.1371/journal.pntd.0007462,-6.736807250898311,2019
10.1371/journal.pntd.0007548,-7.351165881409079,2019
10.1371/journal.pone.0217458,5.109066810529954,2019
10.1371/journal.pone.0214001,-7.4964832771849,2019
10.1371/journal.pone.0212290,-7.982929523926362,2019
10.1371/journal.pntd.0007589,-6.785040414635164,2019
10.1371/journal.pone.0212296,-7.165544103143995,2019
10.1371/journal.pone.0224654,70.20957637946988,2019
10.1371/journal.pone.0215901,55.49543896572779,2019
10.1371/journal.pntd.0007764,-6.773105613674767,2019
10.1371/journal.pone.0224831,-8.042995425956404,2019
10.1371/journal.pone.0214282,17.03773927704989,2019
10.1371/journal.pone.0224891,-7.989110202288432,2019
10.1371/journal.pone.0227035,-9.996943414257052,2019
10.1371/journal.pone.0212628,-10.632228029689932,2019
10.1371/journal.pone.0216121,5.515674701404638,2019
10.1371/journal.pone.0223150.r006,-8.523554771012533,2019
10.1371/journal.pone.0214415,-6.968112832456172,2019
10.1371/journal.pone.0225011.r004,57.78640713737379,2019
10.1371/journal.pone.0214447,79.04451058588104,2019
10.1371/journal.pone.0225047,19.197523521908625,2019
10.1371/journal.pone.0225101,-7.1828340152380825,2019
10.1371/journal.pgen.1007603,-7.155185105734487,2019
10.1371/journal.ppat.1007734,-8.818866779222093,2019
10.1371/journal.ppat.1007761,-8.28328283056288,2019
10.1371/journal.pone.0216419,116.63725563076054,2019
10.1371/journal.ppat.1007800,-9.572087503850684,2019
10.1371/journal.pgen.1007973,-12.792516887278648,2019
10.1371/journal.pone.0223479,-7.251743670286615,2019
10.1371/journal.pone.0208616,36.20598444181944,2019
10.1371/journal.pgen.1008018,-7.062557096891903,2019
10.1371/journal.pone.0214776,33.61260964846173,2019
10.1371/journal.ppat.1007926.r005,-8.782826344862817,2019
10.1371/journal.pone.0214817,-6.973869690903515,2019
10.1371/journal.pone.0225416.r004,137.39291399498543,2019
10.1371/journal.pone.0216590,19.165977256952388,2019
10.1371/journal.pone.0223615,-10.35222048704822,2019
10.1371/journal.ppat.1008021,-8.448191807226474,2019
10.1371/journal.ppat.1008026,-7.86710968544272,2019
10.1371/journal.ppat.1008098,-8.042995425956404,2019
10.1371/journal.ppat.1008117.r003,-6.785040414635164,2019
10.1371/journal.pone.0223783,-7.608419648935865,2019
10.1371/journal.pone.0238521,1.9694762840924456,2020
10.1371/journal.pone.0242021,-10.252727126622224,2020
10.1371/journal.pgen.1009199,-7.392676257865213,2020
10.1371/journal.pone.0243913,-7.478165470993668,2020
10.1371/journal.pone.0226938,21.64400792006104,2020
10.1371/journal.pntd.0007790,-7.115982111175666,2020
10.1371/journal.pone.0238806.r006,-8.146661347359242,2020
10.1371/journal.pone.0237207,-7.54238413770417,2020
10.1371/journal.pone.0237317,12.999999999999998,2020
10.1371/journal.pone.0227332,74.7631207331676,2020
10.1371/journal.pone.0227397,24.78495748729577,2020
10.1371/journal.pone.0235829,48.17329827473584,2020
10.1371/journal.pone.0242708,4.058186746325234,2020
10.1371/journal.pone.0227644,4.085316492332487,2020
10.1371/journal.pone.0234460.r004,-7.1393064768012975,2020
10.1371/journal.ppat.1008316.r004,-7.115982111175666,2020
10.1371/journal.ppat.1008408.r005,-7.3926762578652125,2020
10.1371/journal.pone.0227938,4.573599266470275,2020
10.1371/journal.pntd.0008843.r006,27.160253340134847,2020
10.1371/journal.pone.0227966.r006,30.26658802974526,2020
10.1371/journal.pone.0216187,24.116130948343496,2020
10.1371/journal.pone.0228266,41.49484981487078,2020
10.1371/journal.pgen.1008777,-7.315932988320216,2020
10.1371/journal.ppat.1008949,-6.909428454492397,2020
10.1371/journal.pone.0238415,108.28782363337416,2020
10.1371/journal.pgen.1008890,-7.1393064768012975,2020
10.1371/journal.pgen.1008975.r004,-8.975384460603788,2020
10.1371/journal.pbio.3001197.r008,24.03853461375664,2021
10.1371/journal.pone.0256932,-7.849521348190295,2021
10.1371/journal.pone.0244519.r004,-7.587741744533075,2021
10.1371/journal.pone.0257028,-7.9354876165381,2021
10.1371/journal.pone.0246673,-6.838381742374999,2021
10.1371/journal.pone.0258994,-8.124534261860651,2021
10.1371/journal.pone.0246758,-6.870823846693272,2021
10.1371/journal.pone.0257191,-8.263386124668235,2021
10.1371/journal.pone.0246854,-7.117597655941947,2021
10.1371/journal.pntd.0009153,19.099393678887605,2021
10.1371/journal.pone.0249600.r004,-7.617523199624094,2021
10.1371/journal.pone.0249730,-8.987780868038397,2021
10.1371/journal.pone.0249768,-9.761907123296137,2021
10.1371/journal.pone.0249874,-18.587606265835465,2021
10.1371/journal.pntd.0009686,-16.55969919823501,2021
10.1371/journal.pone.0257855.r004,-7.920541407547617,2021
10.1371/journal.pone.0257910,-15.495105763537682,2021
10.1371/journal.pone.0251935,-7.08449101217243,2021
10.1371/journal.pone.0251984,-7.859379201043323,2021
10.1371/journal.pone.0252244,178.81275122317203,2021
10.1371/journal.pone.0250427,-7.117597655941947,2021
10.1371/journal.ppat.1009840.r005,-7.580976145443048,2021
10.1371/journal.pone.0254719,-6.791165176686175,2021
10.1371/journal.pone.0248079,24.78495748729577,2021
10.1371/journal.pone.0246210.r005,-8.182792173443339,2021
10.1371/journal.pone.0256680.r004,-7.593457690449819,2021
